NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
NEGATIVE REGULATION OF CELL ADHESION%GOBP%GO:0007162	NEGATIVE REGULATION OF CELL ADHESION%GOBP%GO:0007162		138	0.4469771	1.3377571	0.03169014	0.2976512	1.0	1598	tags=25%, list=12%, signal=28%	
POSITIVE REGULATION OF LIPID TRANSPORT%GOBP%GO:0032370	POSITIVE REGULATION OF LIPID TRANSPORT%GOBP%GO:0032370		30	0.57169044	1.3372177	0.10748561	0.29832312	1.0	785	tags=20%, list=6%, signal=21%	
POSITIVE REGULATION OF SIGNALING RECEPTOR ACTIVITY%GOBP%GO:2000273	POSITIVE REGULATION OF SIGNALING RECEPTOR ACTIVITY%GOBP%GO:2000273		23	0.60057414	1.3371246	0.11	0.29821375	1.0	1243	tags=39%, list=10%, signal=43%	
FOCAL ADHESION: PI3K-AKT-MTOR-SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP3932%HOMO SAPIENS	FOCAL ADHESION: PI3K-AKT-MTOR-SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP3932%HOMO SAPIENS		167	0.43609852	1.3364486	0.026132405	0.29927433	1.0	1360	tags=23%, list=11%, signal=25%	
LOSS OF NLP FROM MITOTIC CENTROSOMES%REACTOME%R-HSA-380259.1	LOSS OF NLP FROM MITOTIC CENTROSOMES%REACTOME%R-HSA-380259.1		63	0.5012053	1.3364252	0.07358491	0.2990287	1.0	1949	tags=27%, list=15%, signal=32%	
ESTABLISHMENT OF PROTEIN LOCALIZATION TO EXTRACELLULAR REGION%GOBP%GO:0035592	ESTABLISHMENT OF PROTEIN LOCALIZATION TO EXTRACELLULAR REGION%GOBP%GO:0035592		47	0.52440083	1.3358485	0.073800735	0.29984325	1.0	1254	tags=19%, list=10%, signal=21%	
RECRUITMENT OF MITOTIC CENTROSOME PROTEINS AND COMPLEXES%REACTOME%R-HSA-380270.2	RECRUITMENT OF MITOTIC CENTROSOME PROTEINS AND COMPLEXES%REACTOME%R-HSA-380270.2		75	0.4884696	1.3355756	0.07184466	0.30006972	1.0	1949	tags=24%, list=15%, signal=28%	
POSITIVE REGULATION OF CELL ACTIVATION%GOBP%GO:0050867	POSITIVE REGULATION OF CELL ACTIVATION%GOBP%GO:0050867		137	0.44592786	1.3351514	0.023728814	0.30059123	1.0	1748	tags=26%, list=14%, signal=29%	
REGULATION OF BLOOD PRESSURE%GOBP%GO:0008217	REGULATION OF BLOOD PRESSURE%GOBP%GO:0008217		44	0.53452384	1.3351414	0.09041591	0.30031794	1.0	1010	tags=25%, list=8%, signal=27%	
TOLL LIKE RECEPTOR 2 (TLR2) CASCADE%REACTOME%R-HSA-181438.1	TOLL LIKE RECEPTOR 2 (TLR2) CASCADE%REACTOME%R-HSA-181438.1		82	0.46542758	1.3345249	0.051971328	0.30110592	1.0	1871	tags=24%, list=14%, signal=28%	
BIOCARTA_FAS_PATHWAY%MSIGDB_C2%BIOCARTA_FAS_PATHWAY	BIOCARTA_FAS_PATHWAY%MSIGDB_C2%BIOCARTA_FAS_PATHWAY		20	0.5979954	1.3344641	0.12948208	0.30092183	1.0	1764	tags=40%, list=14%, signal=46%	
POSITIVE REGULATION OF ERK1 AND ERK2 CASCADE%GOBP%GO:0070374	POSITIVE REGULATION OF ERK1 AND ERK2 CASCADE%GOBP%GO:0070374		89	0.4731362	1.3339027	0.06422018	0.30170223	1.0	1477	tags=24%, list=11%, signal=26%	
COLLAGEN BIOSYNTHESIS AND MODIFYING ENZYMES%REACTOME%R-HSA-1650814.4	COLLAGEN BIOSYNTHESIS AND MODIFYING ENZYMES%REACTOME%R-HSA-1650814.4		43	0.5206352	1.3337263	0.07782101	0.30176917	1.0	872	tags=21%, list=7%, signal=22%	
REGULATION OF CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS%GOBP%GO:0090287	REGULATION OF CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS%GOBP%GO:0090287		160	0.43830183	1.3337249	0.026622295	0.30148256	1.0	1418	tags=24%, list=11%, signal=26%	
REGULATION OF NEURON DEATH%GOBP%GO:1901214	REGULATION OF NEURON DEATH%GOBP%GO:1901214		114	0.45571557	1.3330799	0.037037037	0.3024499	1.0	1483	tags=21%, list=11%, signal=24%	
PID_BETA_CATENIN_NUC_PATHWAY%MSIGDB_C2%PID_BETA_CATENIN_NUC_PATHWAY	PID_BETA_CATENIN_NUC_PATHWAY%MSIGDB_C2%PID_BETA_CATENIN_NUC_PATHWAY		41	0.5332406	1.3329905	0.09883721	0.30234203	1.0	2101	tags=34%, list=16%, signal=41%	
NEGATIVE REGULATION OF MAPK PATHWAY%REACTOME DATABASE ID RELEASE 83%5675221	NEGATIVE REGULATION OF MAPK PATHWAY%REACTOME DATABASE ID RELEASE 83%5675221		36	0.55084884	1.3325028	0.09714286	0.302993	1.0	1446	tags=31%, list=11%, signal=34%	
RESPIRATORY TUBE DEVELOPMENT%GOBP%GO:0030323	RESPIRATORY TUBE DEVELOPMENT%GOBP%GO:0030323		34	0.554746	1.3322587	0.103846155	0.30318546	1.0	486	tags=15%, list=4%, signal=15%	
HALLMARK_HEDGEHOG_SIGNALING%MSIGDBHALLMARK%HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING%MSIGDBHALLMARK%HALLMARK_HEDGEHOG_SIGNALING		20	0.6055607	1.3320724	0.109195404	0.30323324	1.0	749	tags=15%, list=6%, signal=16%	
CENTROSOME MATURATION%REACTOME DATABASE ID RELEASE 83%380287	CENTROSOME MATURATION%REACTOME DATABASE ID RELEASE 83%380287		75	0.4884696	1.3319355	0.055762082	0.3032069	1.0	1949	tags=24%, list=15%, signal=28%	
RESPONSE TO MECHANICAL STIMULUS%GOBP%GO:0009612	RESPONSE TO MECHANICAL STIMULUS%GOBP%GO:0009612		65	0.49078682	1.3317915	0.06476191	0.3031793	1.0	1206	tags=26%, list=9%, signal=29%	
RUNX2 REGULATES BONE DEVELOPMENT%REACTOME%R-HSA-8941326.1	RUNX2 REGULATES BONE DEVELOPMENT%REACTOME%R-HSA-8941326.1		23	0.59625095	1.3315489	0.11753372	0.30337647	1.0	128	tags=13%, list=1%, signal=13%	
POSITIVE REGULATION OF NOTCH SIGNALING PATHWAY%GOBP%GO:0045747	POSITIVE REGULATION OF NOTCH SIGNALING PATHWAY%GOBP%GO:0045747		18	0.619902	1.3307353	0.12228797	0.30460298	1.0	2236	tags=44%, list=17%, signal=54%	
NEGATIVE REGULATION OF LIPID LOCALIZATION%GOBP%GO:1905953	NEGATIVE REGULATION OF LIPID LOCALIZATION%GOBP%GO:1905953		21	0.58611643	1.3306546	0.124045804	0.3044618	1.0	362	tags=14%, list=3%, signal=15%	
ADORA2B MEDIATED ANTI-INFLAMMATORY CYTOKINES PRODUCTION%REACTOME DATABASE ID RELEASE 83%9660821	ADORA2B MEDIATED ANTI-INFLAMMATORY CYTOKINES PRODUCTION%REACTOME DATABASE ID RELEASE 83%9660821		32	0.55863637	1.3299093	0.10694184	0.30559415	1.0	1491	tags=22%, list=12%, signal=25%	
PID_NEPHRIN_NEPH1_PATHWAY%MSIGDB_C2%PID_NEPHRIN_NEPH1_PATHWAY	PID_NEPHRIN_NEPH1_PATHWAY%MSIGDB_C2%PID_NEPHRIN_NEPH1_PATHWAY		21	0.6028638	1.3293986	0.13104838	0.30624717	1.0	2195	tags=38%, list=17%, signal=46%	
REGULATION OF CELLULAR SENESCENCE%GOBP%GO:2000772	REGULATION OF CELLULAR SENESCENCE%GOBP%GO:2000772		24	0.590253	1.3292533	0.11890838	0.3062216	1.0	2760	tags=38%, list=21%, signal=48%	
REGULATION OF VASCULATURE DEVELOPMENT%GOBP%GO:1901342	REGULATION OF VASCULATURE DEVELOPMENT%GOBP%GO:1901342		133	0.44271407	1.3291364	0.03539823	0.30615523	1.0	1390	tags=20%, list=11%, signal=23%	
PID_PI3K_PLC_TRK_PATHWAY%MSIGDB_C2%PID_PI3K_PLC_TRK_PATHWAY	PID_PI3K_PLC_TRK_PATHWAY%MSIGDB_C2%PID_PI3K_PLC_TRK_PATHWAY		17	0.62326854	1.3289847	0.12007874	0.30614868	1.0	640	tags=29%, list=5%, signal=31%	
NEGATIVE REGULATION OF ACTIN FILAMENT DEPOLYMERIZATION%GOBP%GO:0030835	NEGATIVE REGULATION OF ACTIN FILAMENT DEPOLYMERIZATION%GOBP%GO:0030835		17	0.62749916	1.3289101	0.11090573	0.30597523	1.0	1512	tags=41%, list=12%, signal=47%	
SYNDECAN-2-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-2-MEDIATED SIGNALING EVENTS	SYNDECAN-2-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-2-MEDIATED SIGNALING EVENTS		26	0.5771618	1.3285186	0.107279696	0.3063974	1.0	1866	tags=35%, list=14%, signal=40%	
CONNECTIVE TISSUE DEVELOPMENT%GOBP%GO:0061448	CONNECTIVE TISSUE DEVELOPMENT%GOBP%GO:0061448		49	0.50666	1.3283478	0.07677902	0.30644515	1.0	180	tags=10%, list=1%, signal=10%	
MUSCLE CONTRACTION%GOBP%GO:0006936	MUSCLE CONTRACTION%GOBP%GO:0006936		79	0.47872373	1.328161	0.056637168	0.30653167	1.0	1661	tags=28%, list=13%, signal=32%	
REGULATION OF SMOOTH MUSCLE CONTRACTION%GOBP%GO:0006940	REGULATION OF SMOOTH MUSCLE CONTRACTION%GOBP%GO:0006940		16	0.6373453	1.3280252	0.11445783	0.30651113	1.0	1117	tags=31%, list=9%, signal=34%	
PID_IL3_PATHWAY%MSIGDB_C2%PID_IL3_PATHWAY	PID_IL3_PATHWAY%MSIGDB_C2%PID_IL3_PATHWAY		15	0.6465928	1.3278105	0.15039062	0.30660388	1.0	2779	tags=53%, list=21%, signal=68%	
REGULATION OF CELL MORPHOGENESIS%GOBP%GO:0022604	REGULATION OF CELL MORPHOGENESIS%GOBP%GO:0022604		135	0.4433633	1.3278102	0.037542664	0.30631378	1.0	714	tags=15%, list=6%, signal=16%	
RAS PATHWAY%PANTHER PATHWAY%P04393	RAS PATHWAY%PANTHER PATHWAY%P04393		62	0.49903378	1.3273507	0.083179295	0.30685177	1.0	2299	tags=37%, list=18%, signal=45%	
METALLOPROTEASE DUBS%REACTOME DATABASE ID RELEASE 83%5689901	METALLOPROTEASE DUBS%REACTOME DATABASE ID RELEASE 83%5689901		16	0.63073874	1.3268139	0.12952381	0.30762476	1.0	358	tags=19%, list=3%, signal=19%	
NEURAL NUCLEUS DEVELOPMENT%GOBP%GO:0048857	NEURAL NUCLEUS DEVELOPMENT%GOBP%GO:0048857		34	0.545328	1.3262929	0.09829868	0.30837086	1.0	2057	tags=38%, list=16%, signal=45%	
POSITIVE REGULATION OF CATION TRANSMEMBRANE TRANSPORT%GOBP%GO:1904064	POSITIVE REGULATION OF CATION TRANSMEMBRANE TRANSPORT%GOBP%GO:1904064		57	0.50228137	1.325901	0.073529415	0.30882478	1.0	1206	tags=25%, list=9%, signal=27%	
TOLL LIKE RECEPTOR 5 (TLR5) CASCADE%REACTOME DATABASE ID RELEASE 83%168176	TOLL LIKE RECEPTOR 5 (TLR5) CASCADE%REACTOME DATABASE ID RELEASE 83%168176		79	0.4711469	1.3256618	0.05156538	0.3090074	1.0	1871	tags=25%, list=14%, signal=29%	
MICRORNAS IN CARDIOMYOCYTE HYPERTROPHY%WIKIPATHWAYS_20220510%WP1544%HOMO SAPIENS	MICRORNAS IN CARDIOMYOCYTE HYPERTROPHY%WIKIPATHWAYS_20220510%WP1544%HOMO SAPIENS		58	0.50138324	1.3256598	0.08550186	0.30871794	1.0	1384	tags=24%, list=11%, signal=27%	
MET IN TYPE 1 PAPILLARY RENAL CELL CARCINOMA%WIKIPATHWAYS_20220510%WP4205%HOMO SAPIENS	MET IN TYPE 1 PAPILLARY RENAL CELL CARCINOMA%WIKIPATHWAYS_20220510%WP4205%HOMO SAPIENS		37	0.53858244	1.3255771	0.09225092	0.30856696	1.0	2168	tags=35%, list=17%, signal=42%	
BIOLOGICAL PROCESS INVOLVED IN SYMBIOTIC INTERACTION%GOBP%GO:0044403	BIOLOGICAL PROCESS INVOLVED IN SYMBIOTIC INTERACTION%GOBP%GO:0044403		119	0.45187554	1.3252574	0.056466304	0.30883348	1.0	2022	tags=32%, list=16%, signal=38%	
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1904377	POSITIVE REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1904377		45	0.52528715	1.3252507	0.08424909	0.30855814	1.0	1727	tags=29%, list=13%, signal=33%	
RNA POLYMERASE I PROMOTER ESCAPE%REACTOME%R-HSA-73772.5	RNA POLYMERASE I PROMOTER ESCAPE%REACTOME%R-HSA-73772.5		26	0.567414	1.3248396	0.11377245	0.3090588	1.0	2442	tags=46%, list=19%, signal=57%	
TGF-BETA RECEPTOR SIGNALING IN EMT (EPITHELIAL TO MESENCHYMAL TRANSITION)%REACTOME%R-HSA-2173791.1	TGF-BETA RECEPTOR SIGNALING IN EMT (EPITHELIAL TO MESENCHYMAL TRANSITION)%REACTOME%R-HSA-2173791.1		15	0.64488965	1.324829	0.13627255	0.3087825	1.0	1783	tags=40%, list=14%, signal=46%	
PID_AR_NONGENOMIC_PATHWAY%MSIGDB_C2%PID_AR_NONGENOMIC_PATHWAY	PID_AR_NONGENOMIC_PATHWAY%MSIGDB_C2%PID_AR_NONGENOMIC_PATHWAY		19	0.614467	1.3248093	0.13238288	0.3085368	1.0	1360	tags=32%, list=11%, signal=35%	
HCMV EARLY EVENTS%REACTOME%R-HSA-9609690.1	HCMV EARLY EVENTS%REACTOME%R-HSA-9609690.1		53	0.5028334	1.3242277	0.08839779	0.3093807	1.0	2662	tags=38%, list=21%, signal=47%	
RNA POLYMERASE III TRANSCRIPTION TERMINATION%REACTOME DATABASE ID RELEASE 83%73980	RNA POLYMERASE III TRANSCRIPTION TERMINATION%REACTOME DATABASE ID RELEASE 83%73980		22	0.58657324	1.3241781	0.13752456	0.309174	1.0	1861	tags=32%, list=14%, signal=37%	
POSITIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GOBP%GO:1905168	POSITIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GOBP%GO:1905168		31	0.54985154	1.3235718	0.11235955	0.31004286	1.0	1460	tags=16%, list=11%, signal=18%	
REGULATION OF DEFENSE RESPONSE TO VIRUS%GOBP%GO:0050688	REGULATION OF DEFENSE RESPONSE TO VIRUS%GOBP%GO:0050688		40	0.53479165	1.3230307	0.10128913	0.31083375	1.0	1643	tags=18%, list=13%, signal=20%	
AURORA A SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA A SIGNALING	AURORA A SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA A SIGNALING		27	0.57776153	1.3227445	0.11090226	0.3111381	1.0	694	tags=15%, list=5%, signal=16%	
REGULATION OF PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0071900	REGULATION OF PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0071900		197	0.42570192	1.3226446	0.03198653	0.31105444	1.0	1331	tags=20%, list=10%, signal=22%	
CELLULAR RESPONSE TO HEAT%GOBP%GO:0034605	CELLULAR RESPONSE TO HEAT%GOBP%GO:0034605		30	0.56251997	1.3225199	0.11022044	0.31097794	1.0	2075	tags=27%, list=16%, signal=32%	
AURKA ACTIVATION BY TPX2%REACTOME%R-HSA-8854518.3	AURKA ACTIVATION BY TPX2%REACTOME%R-HSA-8854518.3		66	0.49323365	1.3224232	0.08946322	0.31086951	1.0	1949	tags=26%, list=15%, signal=30%	
REGULATION OF DNA BINDING%GOBP%GO:0051101	REGULATION OF DNA BINDING%GOBP%GO:0051101		62	0.4938717	1.3222704	0.054151624	0.3108963	1.0	2093	tags=27%, list=16%, signal=33%	
RESPONSE TO HYDROGEN PEROXIDE%GOBP%GO:0042542	RESPONSE TO HYDROGEN PEROXIDE%GOBP%GO:0042542		40	0.5317792	1.3220394	0.09398496	0.31109756	1.0	1325	tags=18%, list=10%, signal=19%	
REGULATION OF ENDOTHELIAL CELL DIFFERENTIATION%GOBP%GO:0045601	REGULATION OF ENDOTHELIAL CELL DIFFERENTIATION%GOBP%GO:0045601		20	0.6033651	1.3219838	0.13294798	0.31089476	1.0	1303	tags=30%, list=10%, signal=33%	
MESENCHYMAL CELL DIFFERENTIATION%GOBP%GO:0048762	MESENCHYMAL CELL DIFFERENTIATION%GOBP%GO:0048762		84	0.47266266	1.3217393	0.057471264	0.31106418	1.0	1783	tags=36%, list=14%, signal=41%	
REGULATORY CIRCUITS OF THE STAT3 SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP4538%HOMO SAPIENS	REGULATORY CIRCUITS OF THE STAT3 SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP4538%HOMO SAPIENS		48	0.5109334	1.3214668	0.08795411	0.31130266	1.0	693	tags=10%, list=5%, signal=11%	
INTERCONVERSION OF NUCLEOTIDE DI- AND TRIPHOSPHATES%REACTOME DATABASE ID RELEASE 83%499943	INTERCONVERSION OF NUCLEOTIDE DI- AND TRIPHOSPHATES%REACTOME DATABASE ID RELEASE 83%499943		25	0.57978135	1.3206234	0.10626186	0.31259745	1.0	2079	tags=40%, list=16%, signal=48%	
TOLL LIKE RECEPTOR 7 8 (TLR7 8) CASCADE%REACTOME%R-HSA-168181.6	TOLL LIKE RECEPTOR 7 8 (TLR7 8) CASCADE%REACTOME%R-HSA-168181.6		80	0.46838084	1.3201821	0.061619718	0.31310233	1.0	1871	tags=25%, list=14%, signal=29%	
MITOTIC METAPHASE PLATE CONGRESSION%GOBP%GO:0007080	MITOTIC METAPHASE PLATE CONGRESSION%GOBP%GO:0007080		41	0.52406543	1.320127	0.099236645	0.31292444	1.0	1965	tags=24%, list=15%, signal=29%	
TOLL LIKE RECEPTOR 3 (TLR3) CASCADE%REACTOME DATABASE ID RELEASE 83%168164	TOLL LIKE RECEPTOR 3 (TLR3) CASCADE%REACTOME DATABASE ID RELEASE 83%168164		86	0.46998715	1.3191842	0.05429072	0.31448883	1.0	2298	tags=30%, list=18%, signal=37%	
NEGATIVE REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002698	NEGATIVE REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002698		38	0.53871286	1.3187801	0.10136452	0.31495678	1.0	447	tags=16%, list=3%, signal=16%	
INTERACTIONS OF VPR WITH HOST CELLULAR PROTEINS%REACTOME%R-HSA-176033.2	INTERACTIONS OF VPR WITH HOST CELLULAR PROTEINS%REACTOME%R-HSA-176033.2		33	0.544232	1.3187226	0.10902256	0.314774	1.0	2662	tags=45%, list=21%, signal=57%	
CLASS B 2 (SECRETIN FAMILY RECEPTORS)%REACTOME%R-HSA-373080.2	CLASS B 2 (SECRETIN FAMILY RECEPTORS)%REACTOME%R-HSA-373080.2		36	0.5460524	1.3182741	0.104961835	0.31537172	1.0	603	tags=14%, list=5%, signal=15%	
POSITIVE REGULATION OF INTERFERON-BETA PRODUCTION%GOBP%GO:0032728	POSITIVE REGULATION OF INTERFERON-BETA PRODUCTION%GOBP%GO:0032728		22	0.5870034	1.3180476	0.12138728	0.31552643	1.0	3757	tags=55%, list=29%, signal=77%	
RNA PHOSPHODIESTER BOND HYDROLYSIS, ENDONUCLEOLYTIC%GOBP%GO:0090502	RNA PHOSPHODIESTER BOND HYDROLYSIS, ENDONUCLEOLYTIC%GOBP%GO:0090502		25	0.57065725	1.3179035	0.15055762	0.3155193	1.0	1319	tags=20%, list=10%, signal=22%	
AXON DEVELOPMENT%GOBP%GO:0061564	AXON DEVELOPMENT%GOBP%GO:0061564		171	0.42504963	1.3176198	0.01590106	0.31578195	1.0	774	tags=15%, list=6%, signal=15%	
APOPTOSIS-RELATED NETWORK DUE TO ALTERED NOTCH3 IN OVARIAN CANCER%WIKIPATHWAYS_20220510%WP2864%HOMO SAPIENS	APOPTOSIS-RELATED NETWORK DUE TO ALTERED NOTCH3 IN OVARIAN CANCER%WIKIPATHWAYS_20220510%WP2864%HOMO SAPIENS		31	0.55108666	1.3173975	0.12707183	0.31592703	1.0	1958	tags=32%, list=15%, signal=38%	
NLS-BEARING PROTEIN IMPORT INTO NUCLEUS%GOBP%GO:0006607	NLS-BEARING PROTEIN IMPORT INTO NUCLEUS%GOBP%GO:0006607		15	0.62165016	1.3173127	0.12865497	0.3157934	1.0	1340	tags=33%, list=10%, signal=37%	
CELLULAR RESPONSE TO MECHANICAL STIMULUS%GOBP%GO:0071260	CELLULAR RESPONSE TO MECHANICAL STIMULUS%GOBP%GO:0071260		34	0.54268265	1.3172188	0.11281071	0.31567988	1.0	1378	tags=29%, list=11%, signal=33%	
SECONDARY ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:1902653	SECONDARY ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:1902653		19	0.62958246	1.3170574	0.12757201	0.31569707	1.0	1932	tags=47%, list=15%, signal=56%	
INTERLEUKIN-12 SIGNALING%REACTOME DATABASE ID RELEASE 83%9020591	INTERLEUKIN-12 SIGNALING%REACTOME DATABASE ID RELEASE 83%9020591		35	0.55236584	1.3169804	0.114285715	0.31553873	1.0	1865	tags=43%, list=14%, signal=50%	
REGULATION OF ANGIOGENESIS%GOBP%GO:0045765	REGULATION OF ANGIOGENESIS%GOBP%GO:0045765		132	0.4430845	1.3159627	0.042589437	0.3172841	1.0	1390	tags=20%, list=11%, signal=23%	
ACETAMINOPHEN METABOLISM PATHWAY%PATHWHIZ%PW000616	ACETAMINOPHEN METABOLISM PATHWAY%PATHWHIZ%PW000616		15	0.63440573	1.3156902	0.14700194	0.3175479	1.0	2217	tags=47%, list=17%, signal=56%	
REGULATION OF CELL PROJECTION ASSEMBLY%GOBP%GO:0060491	REGULATION OF CELL PROJECTION ASSEMBLY%GOBP%GO:0060491		134	0.4387846	1.3152016	0.03125	0.3181764	1.0	1611	tags=23%, list=12%, signal=26%	
HALLMARK_UV_RESPONSE_DN%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_DN		94	0.45785984	1.3151098	0.06571936	0.31808683	1.0	1124	tags=21%, list=9%, signal=23%	
EPO%IOB%EPO	EPO%IOB%EPO		17	0.621397	1.3149183	0.14591439	0.3181645	1.0	1152	tags=24%, list=9%, signal=26%	
VIRAL LIFE CYCLE%GOBP%GO:0019058	VIRAL LIFE CYCLE%GOBP%GO:0019058		82	0.47282392	1.3140837	0.06214689	0.3194654	1.0	2022	tags=26%, list=16%, signal=30%	
PID_ERBB1_INTERNALIZATION_PATHWAY%MSIGDB_C2%PID_ERBB1_INTERNALIZATION_PATHWAY	PID_ERBB1_INTERNALIZATION_PATHWAY%MSIGDB_C2%PID_ERBB1_INTERNALIZATION_PATHWAY		27	0.5745246	1.3140728	0.1375969	0.31919682	1.0	2200	tags=48%, list=17%, signal=58%	
VIRION ASSEMBLY%GOBP%GO:0019068	VIRION ASSEMBLY%GOBP%GO:0019068		27	0.5678773	1.3138955	0.12546125	0.31928355	1.0	1925	tags=22%, list=15%, signal=26%	
EXTRACELLULAR MATRIX DISASSEMBLY%GOBP%GO:0022617	EXTRACELLULAR MATRIX DISASSEMBLY%GOBP%GO:0022617		19	0.61829644	1.313814	0.14203455	0.31912547	1.0	343	tags=21%, list=3%, signal=22%	
REGULATION OF STRIATED MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051153	REGULATION OF STRIATED MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051153		31	0.54390514	1.31378	0.12571429	0.31888002	1.0	2119	tags=29%, list=16%, signal=35%	
STEM CELL POPULATION MAINTENANCE%GOBP%GO:0019827	STEM CELL POPULATION MAINTENANCE%GOBP%GO:0019827		31	0.54593307	1.3136522	0.12969925	0.31884465	1.0	1170	tags=26%, list=9%, signal=28%	
MYOADENYLATE DEAMINASE DEFICIENCY%PATHWHIZ%PW000513	MYOADENYLATE DEAMINASE DEFICIENCY%PATHWHIZ%PW000513		31	0.54127353	1.3135422	0.12007505	0.31873828	1.0	2342	tags=42%, list=18%, signal=51%	
STRIATED MUSCLE CELL DEVELOPMENT%GOBP%GO:0055002	STRIATED MUSCLE CELL DEVELOPMENT%GOBP%GO:0055002		30	0.5463674	1.3134668	0.11786372	0.31859377	1.0	250	tags=17%, list=2%, signal=17%	
NOTCH3 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION%REACTOME DATABASE ID RELEASE 83%9013508	NOTCH3 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION%REACTOME DATABASE ID RELEASE 83%9013508		20	0.60154516	1.3131974	0.15594542	0.3188225	1.0	2230	tags=40%, list=17%, signal=48%	
CELLULAR RESPONSE TO HYDROGEN PEROXIDE%GOBP%GO:0070301	CELLULAR RESPONSE TO HYDROGEN PEROXIDE%GOBP%GO:0070301		33	0.5392798	1.3130176	0.10597303	0.31889302	1.0	1325	tags=18%, list=10%, signal=20%	
PID_CD8_TCR_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_CD8_TCR_DOWNSTREAM_PATHWAY	PID_CD8_TCR_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_CD8_TCR_DOWNSTREAM_PATHWAY		30	0.55274594	1.3129878	0.10139165	0.3186751	1.0	1053	tags=27%, list=8%, signal=29%	
POSITIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032946	POSITIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032946		42	0.515478	1.3128027	0.10885609	0.31875548	1.0	1243	tags=26%, list=10%, signal=29%	
ADENINE PHOSPHORIBOSYLTRANSFERASE DEFICIENCY (APRT)%PATHWHIZ%PW000511	ADENINE PHOSPHORIBOSYLTRANSFERASE DEFICIENCY (APRT)%PATHWHIZ%PW000511		31	0.54127353	1.3127316	0.11731844	0.31862465	1.0	2342	tags=42%, list=18%, signal=51%	
NEUROTROPHIC FACTOR-MEDIATED TRK RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NEUROTROPHIC FACTOR-MEDIATED TRK RECEPTOR SIGNALING	NEUROTROPHIC FACTOR-MEDIATED TRK RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NEUROTROPHIC FACTOR-MEDIATED TRK RECEPTOR SIGNALING		48	0.5135455	1.3122689	0.09963768	0.31925392	1.0	2299	tags=42%, list=18%, signal=50%	
ACTIVATION OF GABAB RECEPTORS%REACTOME DATABASE ID RELEASE 83%991365	ACTIVATION OF GABAB RECEPTORS%REACTOME DATABASE ID RELEASE 83%991365		27	0.57518834	1.3110616	0.12154696	0.32120493	1.0	3235	tags=52%, list=25%, signal=69%	
TCR%NETPATH%TCR	TCR%NETPATH%TCR		126	0.4425755	1.310746	0.053819444	0.321528	1.0	2076	tags=26%, list=16%, signal=31%	
MYD88 DEPENDENT CASCADE INITIATED ON ENDOSOME%REACTOME DATABASE ID RELEASE 83%975155	MYD88 DEPENDENT CASCADE INITIATED ON ENDOSOME%REACTOME DATABASE ID RELEASE 83%975155		80	0.46838084	1.3105847	0.06317689	0.32158038	1.0	1871	tags=25%, list=14%, signal=29%	
