NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
VITAMIN TRANSPORT%GOBP%GO:0051180	VITAMIN TRANSPORT%GOBP%GO:0051180		24	-0.5576848	-1.309789	0.13207547	0.5115083	1.0	260	tags=13%, list=2%, signal=13%	
DETECTION OF EXTERNAL STIMULUS%GOBP%GO:0009581	DETECTION OF EXTERNAL STIMULUS%GOBP%GO:0009581		33	-0.52299404	-1.3094798	0.093959734	0.51099545	1.0	1056	tags=24%, list=8%, signal=26%	
REGULATION OF DENDRITIC SPINE MORPHOGENESIS%GOBP%GO:0061001	REGULATION OF DENDRITIC SPINE MORPHOGENESIS%GOBP%GO:0061001		23	-0.56886846	-1.3094482	0.13347921	0.5095078	1.0	646	tags=22%, list=5%, signal=23%	
CEREBRAL CORTEX DEVELOPMENT%GOBP%GO:0021987	CEREBRAL CORTEX DEVELOPMENT%GOBP%GO:0021987		35	-0.5276635	-1.3083986	0.11064718	0.51115364	1.0	1990	tags=23%, list=15%, signal=27%	
REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0030808	REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0030808		17	-0.59724313	-1.3073846	0.12394958	0.5128041	1.0	347	tags=18%, list=3%, signal=18%	
DEVELOPMENT OF PRIMARY FEMALE SEXUAL CHARACTERISTICS%GOBP%GO:0046545	DEVELOPMENT OF PRIMARY FEMALE SEXUAL CHARACTERISTICS%GOBP%GO:0046545		18	-0.59775364	-1.3070455	0.12244898	0.5121929	1.0	1812	tags=33%, list=14%, signal=39%	
ORGANIC ACID CATABOLIC PROCESS%GOBP%GO:0016054	ORGANIC ACID CATABOLIC PROCESS%GOBP%GO:0016054		124	-0.41627187	-1.30689	0.051918738	0.5111217	1.0	1236	tags=19%, list=10%, signal=20%	
MITOCHONDRIAL COMPLEX IV ASSEMBLY%WIKIPATHWAYS_20220510%WP4922%HOMO SAPIENS	MITOCHONDRIAL COMPLEX IV ASSEMBLY%WIKIPATHWAYS_20220510%WP4922%HOMO SAPIENS		27	-0.5465135	-1.3058405	0.11727079	0.5128797	1.0	3816	tags=59%, list=30%, signal=84%	
DETOXIFICATION%GOBP%GO:0098754	DETOXIFICATION%GOBP%GO:0098754		28	-0.5409581	-1.3053899	0.10492505	0.51271826	1.0	1486	tags=21%, list=11%, signal=24%	
MONOSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0046364	MONOSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0046364		30	-0.5393881	-1.3050462	0.14285715	0.51222765	1.0	582	tags=10%, list=5%, signal=10%	
REGULATION OF CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0006109	REGULATION OF CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0006109		78	-0.4535648	-1.3047653	0.070776254	0.511595	1.0	839	tags=13%, list=6%, signal=14%	
AXIS SPECIFICATION%GOBP%GO:0009798	AXIS SPECIFICATION%GOBP%GO:0009798		21	-0.57299453	-1.302356	0.13478261	0.51791185	1.0	1738	tags=38%, list=13%, signal=44%	
DETECTION OF ABIOTIC STIMULUS%GOBP%GO:0009582	DETECTION OF ABIOTIC STIMULUS%GOBP%GO:0009582		34	-0.5198112	-1.3018031	0.11181434	0.51824754	1.0	1056	tags=24%, list=8%, signal=26%	
CHEMICAL SYNAPTIC TRANSMISSION%GOBP%GO:0007268	CHEMICAL SYNAPTIC TRANSMISSION%GOBP%GO:0007268		157	-0.40651283	-1.3017186	0.026829269	0.5169668	1.0	1607	tags=19%, list=12%, signal=22%	
PEPTIDYL-GLUTAMIC ACID MODIFICATION%GOBP%GO:0018200	PEPTIDYL-GLUTAMIC ACID MODIFICATION%GOBP%GO:0018200		16	-0.6087469	-1.3014972	0.13725491	0.51610184	1.0	1142	tags=25%, list=9%, signal=27%	
INSULIN RECEPTOR RECYCLING%REACTOME%R-HSA-77387.3	INSULIN RECEPTOR RECYCLING%REACTOME%R-HSA-77387.3		24	-0.54858094	-1.3009827	0.11264822	0.51625437	1.0	213	tags=8%, list=2%, signal=8%	
SPERMATID DEVELOPMENT%GOBP%GO:0007286	SPERMATID DEVELOPMENT%GOBP%GO:0007286		55	-0.47526497	-1.3006289	0.08908686	0.51588	1.0	1880	tags=31%, list=15%, signal=36%	
INTRAFLAGELLAR TRANSPORT%REACTOME%R-HSA-5620924.3	INTRAFLAGELLAR TRANSPORT%REACTOME%R-HSA-5620924.3		34	-0.51402825	-1.300192	0.10344828	0.51580805	1.0	2024	tags=29%, list=16%, signal=35%	
OSTEOBLAST DIFFERENTIATION AND RELATED DISEASES%WIKIPATHWAYS_20220510%WP4787%HOMO SAPIENS	OSTEOBLAST DIFFERENTIATION AND RELATED DISEASES%WIKIPATHWAYS_20220510%WP4787%HOMO SAPIENS		58	-0.47514808	-1.2983699	0.105960265	0.5199179	1.0	1148	tags=16%, list=9%, signal=17%	
SPERMATID DIFFERENTIATION%GOBP%GO:0048515	SPERMATID DIFFERENTIATION%GOBP%GO:0048515		58	-0.47629395	-1.2983431	0.07174888	0.51848793	1.0	1880	tags=31%, list=15%, signal=36%	
AMIDE TRANSPORT%GOBP%GO:0042886	AMIDE TRANSPORT%GOBP%GO:0042886		57	-0.4642135	-1.2979068	0.09259259	0.5183258	1.0	350	tags=14%, list=3%, signal=14%	
AMINO ACID METABOLIC PROCESS%GOBP%GO:0006520	AMINO ACID METABOLIC PROCESS%GOBP%GO:0006520		136	-0.4134723	-1.2978078	0.02284264	0.51710075	1.0	1215	tags=17%, list=9%, signal=18%	
FEMALE GONAD DEVELOPMENT%GOBP%GO:0008585	FEMALE GONAD DEVELOPMENT%GOBP%GO:0008585		17	-0.5979521	-1.2975329	0.14639175	0.5164589	1.0	1812	tags=35%, list=14%, signal=41%	
VEGFR2 MEDIATED CELL PROLIFERATION%REACTOME%R-HSA-5218921.3	VEGFR2 MEDIATED CELL PROLIFERATION%REACTOME%R-HSA-5218921.3		15	-0.61326057	-1.2964163	0.16082475	0.5185743	1.0	421	tags=27%, list=3%, signal=28%	
PID_GLYPICAN_1PATHWAY%MSIGDB_C2%PID_GLYPICAN_1PATHWAY	PID_GLYPICAN_1PATHWAY%MSIGDB_C2%PID_GLYPICAN_1PATHWAY		17	-0.60001296	-1.2944359	0.12890625	0.52330524	1.0	524	tags=18%, list=4%, signal=18%	
REGULATION OF PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:1900371	REGULATION OF PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:1900371		17	-0.59724313	-1.2943254	0.14876033	0.52217364	1.0	347	tags=18%, list=3%, signal=18%	
FATTY-ACYL-COA METABOLIC PROCESS%GOBP%GO:0035337	FATTY-ACYL-COA METABOLIC PROCESS%GOBP%GO:0035337		25	-0.5458634	-1.2932283	0.12603305	0.5240237	1.0	1229	tags=32%, list=10%, signal=35%	
REGULATION OF KERATINOCYTE PROLIFERATION%GOBP%GO:0010837	REGULATION OF KERATINOCYTE PROLIFERATION%GOBP%GO:0010837		17	-0.61460423	-1.2928138	0.14634146	0.5238368	1.0	902	tags=24%, list=7%, signal=25%	
MALE MEIOTIC NUCLEAR DIVISION%GOBP%GO:0007140	MALE MEIOTIC NUCLEAR DIVISION%GOBP%GO:0007140		17	-0.5907376	-1.2928096	0.13721414	0.52236205	1.0	1572	tags=24%, list=12%, signal=27%	
DIOL METABOLIC PROCESS%GOBP%GO:0034311	DIOL METABOLIC PROCESS%GOBP%GO:0034311		18	-0.59113353	-1.2921779	0.14255765	0.52283067	1.0	1767	tags=33%, list=14%, signal=39%	
RMTS METHYLATE HISTONE ARGININES%REACTOME DATABASE ID RELEASE 83%3214858	RMTS METHYLATE HISTONE ARGININES%REACTOME DATABASE ID RELEASE 83%3214858		29	-0.5268938	-1.2920792	0.116033755	0.521671	1.0	66	tags=7%, list=1%, signal=7%	
GLUTAMINOLYSIS AND CANCER%SMPDB%SMP0002298	GLUTAMINOLYSIS AND CANCER%SMPDB%SMP0002298		29	-0.536214	-1.2916964	0.13492064	0.52144235	1.0	1775	tags=24%, list=14%, signal=28%	
REGULATION OF COLD-INDUCED THERMOGENESIS%GOBP%GO:0120161	REGULATION OF COLD-INDUCED THERMOGENESIS%GOBP%GO:0120161		94	-0.43650067	-1.2909453	0.07042254	0.52232105	1.0	1305	tags=18%, list=10%, signal=20%	
BONE MORPHOGENESIS%GOBP%GO:0060349	BONE MORPHOGENESIS%GOBP%GO:0060349		21	-0.58246094	-1.2905406	0.14343435	0.522025	1.0	204	tags=10%, list=2%, signal=10%	
AMINO ACID CATABOLIC PROCESS%GOBP%GO:0009063	AMINO ACID CATABOLIC PROCESS%GOBP%GO:0009063		56	-0.47054932	-1.2898873	0.09130435	0.522599	1.0	1215	tags=20%, list=9%, signal=22%	
FATTY ACID OXIDATION%GOBP%GO:0019395	FATTY ACID OXIDATION%GOBP%GO:0019395		53	-0.47597656	-1.2892957	0.111358576	0.52293247	1.0	564	tags=13%, list=4%, signal=14%	
REGULATION OF PROTEIN TARGETING%GOBP%GO:1903533	REGULATION OF PROTEIN TARGETING%GOBP%GO:1903533		48	-0.4856728	-1.2867873	0.12413793	0.5292771	1.0	1969	tags=19%, list=15%, signal=22%	
PROTEIN LOCALIZATION TO LYSOSOME%GOBP%GO:0061462	PROTEIN LOCALIZATION TO LYSOSOME%GOBP%GO:0061462		34	-0.51098573	-1.2860681	0.12258065	0.53013986	1.0	1876	tags=29%, list=15%, signal=34%	
POSITIVE REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002702	POSITIVE REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002702		43	-0.48464727	-1.2846838	0.11293635	0.53297544	1.0	920	tags=21%, list=7%, signal=22%	
HIPPOCAMPUS DEVELOPMENT%GOBP%GO:0021766	HIPPOCAMPUS DEVELOPMENT%GOBP%GO:0021766		19	-0.5737113	-1.2832514	0.15728155	0.53619236	1.0	2796	tags=26%, list=22%, signal=34%	
BIOCARTA_NTHI_PATHWAY%MSIGDB_C2%BIOCARTA_NTHI_PATHWAY	BIOCARTA_NTHI_PATHWAY%MSIGDB_C2%BIOCARTA_NTHI_PATHWAY		16	-0.58847475	-1.281585	0.16176471	0.5399452	1.0	1225	tags=19%, list=9%, signal=21%	
FCERI MEDIATED CA+2 MOBILIZATION%REACTOME DATABASE ID RELEASE 83%2871809	FCERI MEDIATED CA+2 MOBILIZATION%REACTOME DATABASE ID RELEASE 83%2871809		15	-0.60021394	-1.2813543	0.18736842	0.53923106	1.0	545	tags=33%, list=4%, signal=35%	
INNATE IMMUNE RESPONSE ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002220	INNATE IMMUNE RESPONSE ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002220		19	-0.5771659	-1.2808427	0.15975104	0.53940326	1.0	255	tags=11%, list=2%, signal=11%	
REGULATION OF AMYLOID-BETA FORMATION%GOBP%GO:1902003	REGULATION OF AMYLOID-BETA FORMATION%GOBP%GO:1902003		28	-0.5374973	-1.2807254	0.12896825	0.53832984	1.0	492	tags=21%, list=4%, signal=22%	
PROTEIN LOCALIZATION TO GOLGI APPARATUS%GOBP%GO:0034067	PROTEIN LOCALIZATION TO GOLGI APPARATUS%GOBP%GO:0034067		24	-0.54433584	-1.2755749	0.13894737	0.55333257	1.0	3329	tags=50%, list=26%, signal=67%	
DETERMINATION OF HEART LEFT/RIGHT ASYMMETRY%GOBP%GO:0061371	DETERMINATION OF HEART LEFT/RIGHT ASYMMETRY%GOBP%GO:0061371		25	-0.52925766	-1.2730716	0.11087866	0.5599021	1.0	3189	tags=36%, list=25%, signal=48%	
GLYCEROPHOSPHOLIPID BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 83%1483206	GLYCEROPHOSPHOLIPID BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 83%1483206		77	-0.44073933	-1.2728945	0.08139535	0.558992	1.0	1895	tags=23%, list=15%, signal=27%	
LIPID OXIDATION%GOBP%GO:0034440	LIPID OXIDATION%GOBP%GO:0034440		53	-0.47597656	-1.2728251	0.12582782	0.557688	1.0	564	tags=13%, list=4%, signal=14%	
CARDIAC CONDUCTION%REACTOME DATABASE ID RELEASE 83%5576891	CARDIAC CONDUCTION%REACTOME DATABASE ID RELEASE 83%5576891		67	-0.46056753	-1.2720227	0.08281574	0.5587781	1.0	1157	tags=22%, list=9%, signal=24%	
ISOVALERIC ACIDURIA%PATHWHIZ%PW000091	ISOVALERIC ACIDURIA%PATHWHIZ%PW000091		26	-0.52552736	-1.271753	0.12734865	0.5581723	1.0	369	tags=15%, list=3%, signal=16%	
CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0005975	CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0005975		174	-0.38807136	-1.2709317	0.046979867	0.5592746	1.0	1590	tags=15%, list=12%, signal=17%	
CENTRIOLE REPLICATION%GOBP%GO:0007099	CENTRIOLE REPLICATION%GOBP%GO:0007099		17	-0.5905898	-1.2707372	0.17948718	0.55837315	1.0	2283	tags=41%, list=18%, signal=50%	
CARBOXYLIC ACID CATABOLIC PROCESS%GOBP%GO:0046395	CARBOXYLIC ACID CATABOLIC PROCESS%GOBP%GO:0046395		124	-0.41627187	-1.2694535	0.047381546	0.56099796	1.0	1236	tags=19%, list=10%, signal=20%	
VASCULOGENESIS%GOBP%GO:0001570	VASCULOGENESIS%GOBP%GO:0001570		17	-0.59048265	-1.2694368	0.1557377	0.5595645	1.0	1037	tags=24%, list=8%, signal=26%	
METABOLISM OF COFACTORS%REACTOME%R-HSA-8978934.4	METABOLISM OF COFACTORS%REACTOME%R-HSA-8978934.4		18	-0.571182	-1.2682085	0.16992188	0.5620215	1.0	1779	tags=22%, list=14%, signal=26%	
INTERLEUKIN-3, INTERLEUKIN-5 AND GM-CSF SIGNALING%REACTOME%R-HSA-512988.6	INTERLEUKIN-3, INTERLEUKIN-5 AND GM-CSF SIGNALING%REACTOME%R-HSA-512988.6		29	-0.52953583	-1.2680799	0.14346895	0.56098044	1.0	545	tags=14%, list=4%, signal=14%	
PURINE NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009145	PURINE NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009145		48	-0.4724596	-1.2680309	0.12240664	0.55962753	1.0	1332	tags=19%, list=10%, signal=21%	
SIGNALING MEDIATED BY P38-ALPHA AND P38-BETA%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING MEDIATED BY P38-ALPHA AND P38-BETA	SIGNALING MEDIATED BY P38-ALPHA AND P38-BETA%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING MEDIATED BY P38-ALPHA AND P38-BETA		29	-0.5107819	-1.2677621	0.13179916	0.5589896	1.0	1212	tags=21%, list=9%, signal=23%	
REGULATION OF BEHAVIOR%GOBP%GO:0050795	REGULATION OF BEHAVIOR%GOBP%GO:0050795		26	-0.52440685	-1.2667469	0.12749004	0.5606534	1.0	1493	tags=35%, list=12%, signal=39%	
GLYCOPROTEIN CATABOLIC PROCESS%GOBP%GO:0006516	GLYCOPROTEIN CATABOLIC PROCESS%GOBP%GO:0006516		17	-0.5819743	-1.2666713	0.16494845	0.55946076	1.0	1527	tags=29%, list=12%, signal=33%	
RESPIRATORY CHAIN COMPLEX IV ASSEMBLY%GOBP%GO:0008535	RESPIRATORY CHAIN COMPLEX IV ASSEMBLY%GOBP%GO:0008535		22	-0.56054264	-1.2665538	0.1670061	0.55838877	1.0	1841	tags=18%, list=14%, signal=21%	
3-METHYLGLUTACONIC ACIDURIA TYPE IV%SMPDB%SMP0000141	3-METHYLGLUTACONIC ACIDURIA TYPE IV%SMPDB%SMP0000141		26	-0.52552736	-1.2650596	0.16239317	0.56189394	1.0	369	tags=15%, list=3%, signal=16%	
REGULATION OF EMBRYONIC DEVELOPMENT%GOBP%GO:0045995	REGULATION OF EMBRYONIC DEVELOPMENT%GOBP%GO:0045995		49	-0.47074434	-1.2643359	0.12987013	0.56285053	1.0	1072	tags=16%, list=8%, signal=18%	
HS-GAG BIOSYNTHESIS%REACTOME%R-HSA-2022928.3	HS-GAG BIOSYNTHESIS%REACTOME%R-HSA-2022928.3		22	-0.54517955	-1.2637722	0.16993465	0.56322396	1.0	679	tags=18%, list=5%, signal=19%	
PID_TCR_PATHWAY%MSIGDB_C2%PID_TCR_PATHWAY	PID_TCR_PATHWAY%MSIGDB_C2%PID_TCR_PATHWAY		29	-0.5232551	-1.2613797	0.16322315	0.56931365	1.0	545	tags=21%, list=4%, signal=22%	
REGULATION OF CYTOKINE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE%GOBP%GO:1900015	REGULATION OF CYTOKINE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE%GOBP%GO:1900015		19	-0.56478035	-1.2594153	0.16438356	0.57406247	1.0	1148	tags=26%, list=9%, signal=29%	
CIRCADIAN CLOCK%REACTOME%R-HSA-400253.3	CIRCADIAN CLOCK%REACTOME%R-HSA-400253.3		56	-0.4660747	-1.2589822	0.10816777	0.5738914	1.0	626	tags=14%, list=5%, signal=15%	
RETINA HOMEOSTASIS%GOBP%GO:0001895	RETINA HOMEOSTASIS%GOBP%GO:0001895		32	-0.5104815	-1.2572383	0.14052953	0.57810295	1.0	1843	tags=41%, list=14%, signal=47%	
SYNAPTIC SIGNALING%GOBP%GO:0099536	SYNAPTIC SIGNALING%GOBP%GO:0099536		174	-0.38979438	-1.2568091	0.05352798	0.578024	1.0	1607	tags=18%, list=12%, signal=21%	
3-METHYLGLUTACONIC ACIDURIA TYPE I%SMPDB%SMP0000139	3-METHYLGLUTACONIC ACIDURIA TYPE I%SMPDB%SMP0000139		26	-0.52552736	-1.2566452	0.16666667	0.5770645	1.0	369	tags=15%, list=3%, signal=16%	
ISOBUTYRYL-COA DEHYDROGENASE DEFICIENCY%SMPDB%SMP0000523	ISOBUTYRYL-COA DEHYDROGENASE DEFICIENCY%SMPDB%SMP0000523		26	-0.52552736	-1.2561179	0.16432866	0.5773015	1.0	369	tags=15%, list=3%, signal=16%	
INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GOBP%GO:0070059	INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GOBP%GO:0070059		17	-0.582584	-1.2553211	0.19161677	0.578389	1.0	1212	tags=18%, list=9%, signal=19%	
VASCULAR ENDOTHELIAL GROWTH FACTOR SIGNALING PATHWAY%GOBP%GO:0038084	VASCULAR ENDOTHELIAL GROWTH FACTOR SIGNALING PATHWAY%GOBP%GO:0038084		15	-0.6025518	-1.2548329	0.184	0.57848006	1.0	868	tags=20%, list=7%, signal=21%	
POSITIVE REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002699	POSITIVE REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002699		81	-0.43226114	-1.2544963	0.08658009	0.57807946	1.0	1567	tags=23%, list=12%, signal=27%	
REGULATION OF LYSOSOMAL LUMEN PH%GOBP%GO:0035751	REGULATION OF LYSOSOMAL LUMEN PH%GOBP%GO:0035751		20	-0.5698468	-1.2543042	0.15267175	0.57725513	1.0	831	tags=15%, list=6%, signal=16%	
LYSOSOMAL LUMEN ACIDIFICATION%GOBP%GO:0007042	LYSOSOMAL LUMEN ACIDIFICATION%GOBP%GO:0007042		16	-0.59237	-1.254042	0.18355641	0.57671666	1.0	446	tags=13%, list=3%, signal=13%	
MAPLE SYRUP URINE DISEASE%PATHWHIZ%PW000064	MAPLE SYRUP URINE DISEASE%PATHWHIZ%PW000064		26	-0.52552736	-1.2536116	0.15705766	0.57660097	1.0	369	tags=15%, list=3%, signal=16%	
NEGATIVE REGULATION OF SMOOTHENED SIGNALING PATHWAY%GOBP%GO:0045879	NEGATIVE REGULATION OF SMOOTHENED SIGNALING PATHWAY%GOBP%GO:0045879		19	-0.5606624	-1.2532519	0.18069816	0.57636076	1.0	739	tags=16%, list=6%, signal=17%	
POSITIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002821	POSITIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002821		46	-0.46510994	-1.2525849	0.13839285	0.57701963	1.0	323	tags=11%, list=2%, signal=11%	
FCGR3A-MEDIATED IL10 SYNTHESIS%REACTOME%R-HSA-9664323.1	FCGR3A-MEDIATED IL10 SYNTHESIS%REACTOME%R-HSA-9664323.1		23	-0.54086334	-1.2519001	0.16490486	0.57778776	1.0	421	tags=17%, list=3%, signal=18%	
HIPPO SIGNALING REGULATION PATHWAYS%WIKIPATHWAYS_20220510%WP4540%HOMO SAPIENS	HIPPO SIGNALING REGULATION PATHWAYS%WIKIPATHWAYS_20220510%WP4540%HOMO SAPIENS		57	-0.4478204	-1.2515545	0.12554112	0.5774302	1.0	237	tags=11%, list=2%, signal=11%	
POSITIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002824	POSITIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002824		42	-0.4783799	-1.251318	0.14285715	0.5768256	1.0	323	tags=12%, list=2%, signal=12%	
SIGNALING BY ERYTHROPOIETIN%REACTOME DATABASE ID RELEASE 83%9006335	SIGNALING BY ERYTHROPOIETIN%REACTOME DATABASE ID RELEASE 83%9006335		16	-0.58481115	-1.2507068	0.17364016	0.5773	1.0	545	tags=19%, list=4%, signal=20%	
ALPHA-AMINO ACID METABOLIC PROCESS%GOBP%GO:1901605	ALPHA-AMINO ACID METABOLIC PROCESS%GOBP%GO:1901605		97	-0.41916767	-1.2505493	0.07399103	0.57638645	1.0	1215	tags=19%, list=9%, signal=20%	
REGULATION OF VIRAL-INDUCED CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0039531	REGULATION OF VIRAL-INDUCED CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0039531		32	-0.5024584	-1.2501085	0.15319149	0.5764499	1.0	677	tags=19%, list=5%, signal=20%	
NEGATIVE REGULATION OF TRANSLATIONAL INITIATION%GOBP%GO:0045947	NEGATIVE REGULATION OF TRANSLATIONAL INITIATION%GOBP%GO:0045947		17	-0.59088224	-1.2492919	0.17916666	0.57769924	1.0	399	tags=18%, list=3%, signal=18%	
MEIOTIC CELL CYCLE%GOBP%GO:0051321	MEIOTIC CELL CYCLE%GOBP%GO:0051321		84	-0.42703286	-1.2492461	0.093959734	0.5764585	1.0	1835	tags=17%, list=14%, signal=19%	
3-METHYLCROTONYL-COA CARBOXYLASE DEFICIENCY TYPE I%SMPDB%SMP0000237	3-METHYLCROTONYL-COA CARBOXYLASE DEFICIENCY TYPE I%SMPDB%SMP0000237		26	-0.52552736	-1.2488934	0.16833667	0.5761489	1.0	369	tags=15%, list=3%, signal=16%	
HINDBRAIN DEVELOPMENT%GOBP%GO:0030902	HINDBRAIN DEVELOPMENT%GOBP%GO:0030902		29	-0.5121597	-1.247078	0.15040651	0.5804881	1.0	1829	tags=21%, list=14%, signal=24%	
PROPIONIC ACIDEMIA%PATHWHIZ%PW000062	PROPIONIC ACIDEMIA%PATHWHIZ%PW000062		26	-0.52552736	-1.2467844	0.1564482	0.5800531	1.0	369	tags=15%, list=3%, signal=16%	
INFLUENZA VIRAL RNA TRANSCRIPTION AND REPLICATION%REACTOME%R-HSA-168273.3	INFLUENZA VIRAL RNA TRANSCRIPTION AND REPLICATION%REACTOME%R-HSA-168273.3		128	-0.40655628	-1.2466247	0.06603774	0.57916176	1.0	2526	tags=42%, list=20%, signal=52%	
3-HYDROXY-3-METHYLGLUTARYL-COA LYASE DEFICIENCY%PATHWHIZ%PW000063	3-HYDROXY-3-METHYLGLUTARYL-COA LYASE DEFICIENCY%PATHWHIZ%PW000063		26	-0.52552736	-1.2463934	0.16016427	0.57849646	1.0	369	tags=15%, list=3%, signal=16%	
BETA-KETOTHIOLASE DEFICIENCY%SMPDB%SMP0000173	BETA-KETOTHIOLASE DEFICIENCY%SMPDB%SMP0000173		26	-0.52552736	-1.245025	0.18200837	0.58149225	1.0	369	tags=15%, list=3%, signal=16%	
REGULATION OF HOMOTYPIC CELL-CELL ADHESION%GOBP%GO:0034110	REGULATION OF HOMOTYPIC CELL-CELL ADHESION%GOBP%GO:0034110		19	-0.5644607	-1.2448758	0.1933472	0.5805943	1.0	255	tags=21%, list=2%, signal=21%	
HISTONE H4-K5 ACETYLATION%GOBP%GO:0043981	HISTONE H4-K5 ACETYLATION%GOBP%GO:0043981		16	-0.58059746	-1.2447248	0.19038077	0.5796851	1.0	277	tags=13%, list=2%, signal=13%	
3-METHYLGLUTACONIC ACIDURIA TYPE III%SMPDB%SMP0000140	3-METHYLGLUTACONIC ACIDURIA TYPE III%SMPDB%SMP0000140		26	-0.52552736	-1.244216	0.16075157	0.57997656	1.0	369	tags=15%, list=3%, signal=16%	
MRNA SPLICE SITE SELECTION%GOBP%GO:0006376	MRNA SPLICE SITE SELECTION%GOBP%GO:0006376		28	-0.5217091	-1.2439147	0.15	0.57951313	1.0	760	tags=11%, list=6%, signal=11%	
ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN%GOBP%GO:0002483	ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN%GOBP%GO:0002483		15	-0.58174473	-1.2432731	0.18526316	0.5802824	1.0	90	tags=7%, list=1%, signal=7%	
CERAMIDE BIOSYNTHETIC PROCESS%GOBP%GO:0046513	CERAMIDE BIOSYNTHETIC PROCESS%GOBP%GO:0046513		33	-0.50117815	-1.2431788	0.156	0.57917726	1.0	769	tags=21%, list=6%, signal=22%	
METHYLMALONIC ACIDURIA%SMPDB%SMP0000200	METHYLMALONIC ACIDURIA%SMPDB%SMP0000200		26	-0.52552736	-1.2421069	0.1680498	0.5811643	1.0	369	tags=15%, list=3%, signal=16%	
LIMBIC SYSTEM DEVELOPMENT%GOBP%GO:0021761	LIMBIC SYSTEM DEVELOPMENT%GOBP%GO:0021761		25	-0.52181715	-1.2420529	0.18554688	0.5799598	1.0	727	tags=20%, list=6%, signal=21%	
MITOCHONDRIAL GENE EXPRESSION%WIKIPATHWAYS_20220510%WP391%HOMO SAPIENS	MITOCHONDRIAL GENE EXPRESSION%WIKIPATHWAYS_20220510%WP391%HOMO SAPIENS		16	-0.5801987	-1.2420412	0.21568628	0.57862926	1.0	436	tags=13%, list=3%, signal=13%	
GLYOXYLATE METABOLISM AND GLYCINE DEGRADATION%REACTOME DATABASE ID RELEASE 83%389661	GLYOXYLATE METABOLISM AND GLYCINE DEGRADATION%REACTOME DATABASE ID RELEASE 83%389661		19	-0.5511415	-1.2414031	0.18367347	0.5792879	1.0	3797	tags=58%, list=29%, signal=82%	
NADP METABOLIC PROCESS%GOBP%GO:0006739	NADP METABOLIC PROCESS%GOBP%GO:0006739		19	-0.55037284	-1.2410834	0.20245399	0.57892495	1.0	697	tags=16%, list=5%, signal=17%	
